Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2018,HALL OF FAME,FINAL,Thursday,August 2nd,CHI,16.0,BAL,17.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,CAR,28.0,BUF,23.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,CHI,27.0,CIN,30.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,NO,24.0,JAC,20.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,TB,26.0,MIA,24.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,CLE,20.0,NYG,10.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,PIT,31.0,PHI,14.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,LAR,7.0,BAL,33.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,WAS,17.0,NE,26.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,TEN,17.0,GB,31.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,HOU,17.0,KC,10.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,DAL,21.0,SF,24.0
2018,PRESEASON WEEK 1,FINAL,Thursday,August 9th,IND,19.0,SEA,17.0
2018,PRESEASON WEEK 1,FINAL,Friday,August 10th,ATL,0.0,NYJ,17.0
2018,PRESEASON WEEK 1,FINAL,Friday,August 10th,DET,10.0,OAK,16.0
2018,PRESEASON WEEK 1,FINAL,Saturday,August 11th,MIN,42.0,DEN,28.0
2018,PRESEASON WEEK 1,FINAL,Saturday,August 11th,LAC,17.0,ARI,24.0
2018,PRESEASON WEEK 2,FINAL,Thursday,August 16th,PHI,20.0,NE,37.0
2018,PRESEASON WEEK 2,FINAL,Thursday,August 16th,NYJ,13.0,WAS,15.0
2018,PRESEASON WEEK 2,FINAL,Thursday,August 16th,PIT,34.0,GB,51.0
2018,PRESEASON WEEK 2,FINAL,Friday,August 17th,KC,28.0,ATL,14.0
2018,PRESEASON WEEK 2,FINAL,Friday,August 17th,NYG,30.0,DET,17.0
2018,PRESEASON WEEK 2,FINAL,Friday,August 17th,MIA,20.0,CAR,27.0
2018,PRESEASON WEEK 2,FINAL,Friday,August 17th,BUF,19.0,CLE,17.0
2018,PRESEASON WEEK 2,FINAL,Friday,August 17th,ARI,20.0,NO,15.0
2018,PRESEASON WEEK 2,FINAL,Saturday,August 18th,JAC,14.0,MIN,10.0
2018,PRESEASON WEEK 2,FINAL,Saturday,August 18th,OAK,15.0,LAR,19.0
2018,PRESEASON WEEK 2,FINAL,Saturday,August 18th,CIN,21.0,DAL,13.0
